Plant_ID,Product_Name,Botanical_Name,Green_Acres_URL,Warnings,Price_Display,Height_ft,Width_ft,Light,Water
1086,Apple,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/apple-pink-lady-bareroot?variant=44713290563753,,$45.00,15-25,25-25,Full Sun,Moderate
1087,"Apple 'Pink Lady', Dwarf",Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/apple-pink-lady-dwarf?variant=39533093355689,,$58.50,8-10,8-10,Full Sun,Moderate
1088,Apple,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/apple-pink-lady-dwarf-bareroot?variant=44713290760361,,$47.50,8-10,8-10,Full Sun,Moderate
1089,Apple,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/apple-pink-pearl-bareroot?variant=13813534261300,,$45.00,15-25,15-25,Full Sun,Moderate
1090,Apple 'Red Fuji',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/apple-red-fuji?variant=39533141295273,,$52.50,15-25,15-25,Full Sun,Moderate
1091,Apple,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/apple-red-fuji-bareroot?variant=44713290924201,,$45.00,15-25,15-25,Full Sun,Moderate
1092,Apricot 'Autumn Glo',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/apricot-autumn-glo?variant=39533167476905,,$52.50,8-14,8-14,Full Sun,Moderate
1093,Apricot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/apricot-autumn-glo-bareroot?variant=44713294364841,,$45.00,8-14,8-14,Full Sun,Moderate
1094,Apricot 'Blenheim',Prunus armeniaca 'Blenheim',https://idiggreenacres.com/products/apricot-blenheim?variant=46980428300457,,$52.50,8-14,8-14,Full Sun,Moderate
1095,Apricot,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/apricot-blenheim-bareroot?variant=44713294790825,,$45.00,8-14,8-14,Full Sun,Moderate
1096,Apricot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/apricot-brittany-gold-bareroot?variant=13817103843380,,$47.50,8-14,8-14,Full Sun,Moderate
1097,Apricot 'Katy',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/apricot-katy?variant=39533304381609,,$52.50,8-14,8-14,Full Sun,Moderate
1098,Apricot 'Moorpark',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/apricot-moorpark?variant=39533344522409,,$52.50,0.67-1.17,8-14,Full Sun,Moderate
1099,"Apricot 'Pixie-Cot', Dwarf",Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/apricot-pixie-cot-dwarf?variant=39533374898345,,$58.50,8-14,8-14,Full Sun,Moderate
1100,Apricot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/apricot-pixie-cot-dwarf-bareroot?variant=44713309208745,,$47.50,8-14,8-14,Full Sun,Moderate
1101,Apricot 'Royal Rosa',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/apricot-royal-rosa?variant=39533397967017,,$52.50,8-14,8-14,Full Sun,Moderate
1102,Apricot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/apricot-royal-rosa-bareroot?variant=44713309634729,,$45.00,8-14,8-14,Full Sun,Moderate
1103,Arbutus,,https://idiggreenacres.com/products/arbutus-marina-multitrunk?variant=13923955245108,,$1.25,30-40,30-40,Full Sun,Low
1104,Arbutus,,https://idiggreenacres.com/products/arbutus-marina-standard-trunk?variant=9881121456180,,$1.35-$3.95,30-40,30-40,Full Sun,Low
1105,Asian Pear,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/asian-pear-hosui-bareroot?variant=44713320677545,,$45.00,12-18,12-18,Full Sun,Moderate
1106,Asian Pear,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/asian-pear-shinseiki-bareroot?variant=44713321824425,,$45.00,12-18,12-18,Full Sun,Moderate
1107,Avocado 'Bacon',,https://idiggreenacres.com/products/avocado-bacon?variant=31287370383383,,$65.00,30-30,30-30,Full Sun,Moderate
1108,Avocado 'Hass',,https://idiggreenacres.com/products/avocado-hass?variant=31287363010583,,$65.00,25-30,25-30,Full Sun,Moderate
1109,Avocado 'Little Cado',Avocado 'Little Cado',https://idiggreenacres.com/products/avocado-little-cado?variant=31276554420247,,$65.00,8-12,8-12,Full Sun,Moderate
1110,Avocado 'Zutano',,https://idiggreenacres.com/products/avocado-zutano?variant=31750133710871,,$65.00,20-20,20-20,Full Sun,Moderate
1111,Bay Laurel Standard Trunk,Laurus nobilis,https://idiggreenacres.com/products/bay-laurel-standard-trunk?variant=14680345411636,,$1.25,12-40,12-40,Full Sun; Morning Sun,Low
1112,Fig 'Black Jack' | Monrovia,Fig 'Black Jack',https://idiggreenacres.com/products/black-jack-fig-monrovia?variant=13974784049204,,$77.50,15-15,15-15,Full Sun,Moderate
1113,Blue Spruce 'Baby Blue',Picea pungens 'Baby Blue',https://idiggreenacres.com/products/blue-spruce-baby-blue?variant=37230826717353,,$1.40-$46.50,15-30,15-15,Full Sun; Morning Sun,Moderate
1114,Blue Spruce,Picea pungens 'Fat Albert',https://idiggreenacres.com/products/blue-spruce-fat-albert?variant=37236708343977,,$1.75,15-40,10-20,Full Sun; Morning Sun,Moderate
1115,Blue Spruce,Picea pungens 'Fat Albert',https://idiggreenacres.com/products/blue-spruce-fat-albert-monrovia?variant=14699855806516,,$2.50,15-40,10-20,Full Sun; Morning Sun,Moderate
1116,Bronze Loquat Multi-Trunk,Eriobotrya deflexa,https://idiggreenacres.com/products/bronze-loquat-multitrunk?variant=14679155245108,,$1.10,15-25,15-25,Full Sun; Morning Sun,Moderate
1117,Bronze Loquat Standard Trunk,Eriobotrya deflexa,https://idiggreenacres.com/products/bronze-loquat-standard-trunk?variant=14679161471028,,$1.25,15-25,15-25,Full Sun; Morning Sun,Moderate
1118,California Pepper Tree Standard Trunk,Schinus molle,https://idiggreenacres.com/products/california-pepper-tree-standard-trunk?variant=14709945401396,,$1.10,25-40,25-40,Full Sun,Low
1119,Camphor Tree,Cinnamomum camphora,https://idiggreenacres.com/products/camphor-tree?variant=13974619717684,,$1.10,50-65,50-60,Full Sun,Moderate
1120,Canary Island Date Palm,Phoenix canariensis,https://idiggreenacres.com/products/canary-island-date-palm?variant=31481160990743,,$37.50-$60.00,60-60,50-50,Full Sun,Low
1121,Candy Heart Pluerry&#8482; Interspecific Plum Bareroot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/candy-heart-pluerry-8482-interspecific-plum-bareroot?variant=13823576637492,,$47.50,12-18,12-18,Full Sun,Moderate
1122,Carolina Cherry Laurel Standard Trunk,Prunus caroliniana Std,https://idiggreenacres.com/products/carolina-cherry-laurel-standard-trunk?variant=14701065404468,,$1.25,20-30,15-25,Full Sun; Morning Sun,Low
1123,Center Stage&#174 Coral Crape Myrtle,Lagerstroemia indica 'Center Stage Coral',https://idiggreenacres.com/products/center-stage-174-coral-crape-myrtle?variant=42421371895977,,$29.20,12-12,8-8,Full Sun,Low
1124,Center Stage&#174 Pink Crape Myrtle,Lagerstroemia indica 'Center Stage Pink',https://idiggreenacres.com/products/center-stage-174-pink-crape-myrtle?variant=42421366128809,,$29.20,12-12,8-8,Full Sun,Low
1125,Center Stage&#174 Red Crape Myrtle,Lagerstroemia indica 'Center Stage Red',https://idiggreenacres.com/products/center-stage-174-red-crape-myrtle?variant=41268053573801,,$29.20,12-12,8-8,Full Sun,Low
1126,Cherry 'Bing',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-bing?variant=39533503348905,,$52.50,15-20,15-20,Full Sun,Moderate
1127,Cherry,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/cherry-bing-bareroot?variant=44713329983657,,$45.00,15-20,15-20,Full Sun,Moderate
1128,Cherry 'Black Tartarian',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-black-tartarian?variant=39533839909033,,$52.50,15-20,15-20,Full Sun,Moderate
1129,Cherry,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/cherry-black-tartarian-bareroot?variant=44713330671785,,$45.00,15-20,15-20,Full Sun,Moderate
1130,Cherry 'Craig's Crimson',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-craigs-crimson?variant=39533917995177,,$52.50,15-20,15-20,Full Sun,Moderate
1131,Cherry,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-craigs-crimson-bareroot?variant=44713332244649,,$45.00,15-20,15-20,Full Sun,Moderate
1132,Cherry 'Lapins',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-lapins?variant=39533941129385,,$52.50,15-20,15-20,Full Sun,Moderate
1133,Cherry,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/cherry-lapins-bareroot?variant=44713333293225,,$45.00,15-20,15-20,Full Sun,Moderate
1134,Cherry 'Montmorency Sour',"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/cherry-montmorency-sour?variant=46981335253161,,$52.50,30-40,30-40,Full Sun,Moderate
1135,Cherry,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/cherry-montmorency-sour-bareroot?variant=13817846595636,,$45.00,30-40,30-40,Full Sun,Moderate
1136,Cherry Multi-Graft Combo #1 Bareroot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-multi-graft-combo-1-bareroot?variant=44713335718057,missing_width,$87.50,15-20,,Full Sun,Moderate
1137,Cherry Multi-Graft Combo #3 Bareroot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-multi-graft-combo-3-bareroot?variant=44713335980201,missing_width,$87.50,30-40,,Full Sun,Moderate
1138,Cherry 'North Star Sour',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-north-star-sour?variant=39533996212393,,$52.50,8-10,8-10,Full Sun,Moderate
1139,Cherry,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/cherry-north-star-sour-bareroot?variant=44713333719209,,$45.00,8-10,8-10,Full Sun,Moderate
1140,Cherry 'Rainier',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-rainier?variant=39534015742121,,$52.50,15-20,15-20,Full Sun,Moderate
1141,Cherry,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/cherry-rainier-bareroot?variant=44713334145193,,$45.00,15-20,15-20,Full Sun,Moderate
1142,Cherry 'Royal Crimson',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-royal-crimson?variant=42222124957865,,$58.50,30-40,30-40,Full Sun,Moderate
1143,Cherry,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-royal-crimson-bareroot?variant=44713334341801,,$47.50,30-40,30-40,Full Sun,Moderate
1144,Cherry 'Royal Rainier',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-royal-rainier?variant=39534054277289,,$52.50,15-20,15-20,Full Sun,Moderate
1145,Cherry,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-royal-rainier-bareroot?variant=44713335128233,,$45.00,15-20,15-20,Full Sun,Moderate
1146,Cherry,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/cherry-stella-bareroot?variant=44713335259305,,$45.00,15-20,15-20,Full Sun,Moderate
1147,Cherry 'Utah Giant',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cherry-utah-giant?variant=39534130266281,,$52.50,15-20,15-20,Full Sun,Moderate
1148,Cherry,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/cherry-utah-giant-bareroot?variant=44713335455913,,$45.00,15-20,15-20,Full Sun,Moderate
1149,Chinese Pistache,Pistacia chinensis,https://idiggreenacres.com/products/chinese-pistache?variant=14700141903924,,$1.05-$57.50,30-60,20-40,Full Sun,Low
1150,Chinese Pistache,Pistacia chinensis 'Keith Davey',https://idiggreenacres.com/products/chinese-pistache-keith-davey?variant=14700148490292,,$1.12-$1.45,25-40,25-35,Full Sun,Low
1151,Coast Live Oak Multi-Trunk,Quercus agrifolia,https://idiggreenacres.com/products/coast-live-oak-multitrunk?variant=14708527824948,,$1.10,20-70,20-70,Full Sun,Low
1152,Coast Live Oak Standard Trunk,Quercus agrifolia,https://idiggreenacres.com/products/coast-live-oak-standard-trunk?variant=14708590608436,,$1.10,20-70,20-70,Full Sun,Low
1153,Coastal Redwood 'Aptos Blue',Sequoia sempervirens 'Aptos Blue',https://idiggreenacres.com/products/coastal-redwood-aptos-blue?variant=42700301566121,,$3.75-$82.50,50-90,15-30,Full Sun,High
1154,Coastal Redwood,Sequoia sempervirens 'Soquel',https://idiggreenacres.com/products/coastal-redwood-soquel?variant=14710068150324,,$82.50,50-90,15-30,Full Sun,High
1155,"Lemon 'Improved Meyer', Standard",Lemon 'Improved Meyer',https://idiggreenacres.com/products/copy-of-lemon-improved-meyer-semi-dwarf?variant=40897988624553,,$49.50,6-10,6-10,Full Sun,Moderate
1156,Coral Bark Maple,Acer palmatum 'Sango Kaku',https://idiggreenacres.com/products/coral-bark-maple?variant=32915886964759,,$1.08-$89.50,15-25,20-20,Morning Sun,Moderate
1157,Cork Oak,Quercus suber,https://idiggreenacres.com/products/cork-oak?variant=14517929672756,,$1.10,30-60,30-60,Full Sun,Low
1158,Cot-N-Candy White Aprium&#174; Interspecific Apricot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cot-n-candy-white-aprium-174-interspecific-apricot?variant=39533443416233,,$58.50,8-14,8-14,Full Sun,Moderate
1159,Cot-N-Candy White Aprium&#174; Interspecific Apricot Bareroot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/cot-n-candy-white-aprium-174-interspecific-apricot-bareroot?variant=44713337061545,,$45.00,8-14,8-14,Full Sun,Moderate
1160,Crape Myrtle,Lagerstroemia indica 'Arapaho' Standard,https://idiggreenacres.com/products/crape-myrtle-arapaho-standard-trunk?variant=39281439735977,,$84.00,15-20,10-15,Full Sun,Low
1161,Crape Myrtle 'Catawba' Multi-Trunk,Lagerstroemia indica 'Catawba' Multi,https://idiggreenacres.com/products/crape-myrtle-catawba-multitrunk?variant=14679421059124,,$1.12-$75.60,6-15,6-14,Full Sun,Low
1162,Crape Myrtle,Lagerstroemia indica 'Catawba',https://idiggreenacres.com/products/crape-myrtle-catawba-standard-trunk?variant=14679466246196,,$84.00,6-15,6-14,Full Sun,Low
1163,Crape Myrtle 'Dynamite' Multi-Trunk,Lagerstroemia indica 'Dynamite' Multi,https://idiggreenacres.com/products/crape-myrtle-dynamite-multi?variant=42695019757737,,$1.12-$75.60,15-20,10-15,Full Sun,Low
1164,Crape Myrtle 'Dynamite' Standard Trunk,Lagerstroemia indica 'Dynamite' Standard,https://idiggreenacres.com/products/crape-myrtle-dynamite-standard-trunk?variant=9881281232948,,$1.16-$84.00,15-20,10-15,Full Sun,Low
1165,Crape Myrtle 'Muskogee' Multi-Trunk,,https://idiggreenacres.com/products/crape-myrtle-muskogee-multitrunk?variant=14679608492084,,$1.12-$75.60,25-25,12-12,Full Sun,Low
1166,Crape Myrtle 'Muskogee' Standard Trunk,,https://idiggreenacres.com/products/crape-myrtle-muskogee-standard-trunk?variant=14679632871476,,$1.16-$84.00,25-25,12-12,Full Sun,Low
1167,Crape Myrtle 'Natchez' Multi-Trunk,,https://idiggreenacres.com/products/crape-myrtle-natchez-multitrunk?variant=13912099356724,,$21.20-$75.60,25-25,12-12,Full Sun,Low
1168,Crape Myrtle 'Natchez' Standard Trunk,Lagerstroemia x 'Natchez' Standard,https://idiggreenacres.com/products/crape-myrtle-natchez-standard-trunk?variant=14679680090164,,$1.16-$84.00,25-25,12-12,Full Sun,Low
1169,Crape Myrtle 'Petite Orchid' Multi-Trunk | Monrovia,Lagerstroemia indica 'Petite Orchid',https://idiggreenacres.com/products/crape-myrtle-petite-orchid-multitrunk-monrovia?variant=28735820169268,,$46.00,5-5,4-4,Full Sun,Low
1170,Crape Myrtle 'Petite Red Imp' Multi-Trunk | Monrovia,Lagerstroemia indica 'Petite Red Imp',https://idiggreenacres.com/products/crape-myrtle-petite-red-imp-multitrunk-monrovia?variant=28735849037876,,$46.00,5-5,4-4,Full Sun,Low
1171,Crape Myrtle 'Pink Velour' Multi-Trunk,Lagerstroemia indica 'Pink Velour' Multi,https://idiggreenacres.com/products/crape-myrtle-pink-velour-multitrunk?variant=14679499079732,,$1.12-$75.60,8-10,8-10,Full Sun,Low
1172,Crape Myrtle 'Pink Velour' Standard Trunk,Lagerstroemia 'Pink Velour',https://idiggreenacres.com/products/crape-myrtle-pink-velour-standard-trunk?variant=13973691433012,,$1.16-$84.00,8-10,8-10,Full Sun,Low
1173,Crape Myrtle 'Red Rocket' Multi-Trunk,Lagerstroemia indica 'Red Rocket' Multi,https://idiggreenacres.com/products/crape-myrtle-red-rocket-multitrunk?variant=42695038042281,,$1.12-$75.60,15-20,15-20,Full Sun,Low
1174,Crape Myrtle,Lagerstroemia indica 'Red Rocket',https://idiggreenacres.com/products/crape-myrtle-red-rocket-standard-trunk?variant=14679585325108,,$1.16-$84.00,15-20,15-20,Full Sun,Low
1175,Crape Myrtle 'Tuscarora' Multi-Trunk,,https://idiggreenacres.com/products/crape-myrtle-tuscarora?variant=46020050911401,,$21.20-$75.60,25-25,12-12,Full Sun,Low
1176,Crape Myrtle 'Tuscarora' Standard Trunk,Lagerstroemia x 'Tuscarora' Std,https://idiggreenacres.com/products/crape-myrtle-tuscarora-standard-trunk?variant=13916663906356,,$1.16-$84.00,15-22,12-15,Full Sun,Low
1177,Crape Myrtle 'Twilight' Multi-Trunk,,https://idiggreenacres.com/products/crape-myrtle-twilight-multitrunk?variant=13916672950324,,$28.00-$75.60,30-30,30-30,Full Sun,Low
1178,Crape Myrtle,,https://idiggreenacres.com/products/crape-myrtle-twilight-standard-trunk?variant=13921087094836,,$1.16-$84.00,10-12,6-8,Full Sun,Low
1179,Dapple Dandy Pluot&#174; Interspecific Plum,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/dapple-dandy-pluot-174-interspecific-plum?variant=39540474642601,,$58.50,12-18,12-18,Full Sun,Moderate
1180,Dapple Dandy Pluot&#174; Interspecific Plum Bareroot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/dapple-dandy-pluot-174-interspecific-plum-bareroot?variant=44713337290921,,$47.50,12-18,12-18,Full Sun,Moderate
1181,Deodar Cedar,Cedrus deodara,https://idiggreenacres.com/products/deodar-cedar?variant=14716291383348,,$1.10-$52.50,40-50,20-30,Full Sun,Low
1182,Desert Willow 'Bubba',Chilopsis linearis 'Bubba',https://idiggreenacres.com/products/desert-willow-bubba?variant=43744412336297,,$1.24-$55.00,15-30,15-30,Full Sun,Low
1183,Dogwood 'Cherokee Chief',Cornus florida 'Cherokee Chief',https://idiggreenacres.com/products/dogwood-cherokee-chief?variant=43907850010793,,$1.75,20-30,20-30,Morning Sun,Moderate
1184,Dogwood,Cornus x 'Stellar Pink',https://idiggreenacres.com/products/dogwood-stellar-pink?variant=14670939553844,,$2.00,20-25,20-25,Morning Sun,Moderate
1185,Double Weeping Cherry,Prunus x subhirtella 'Pendula Plena-Rosa',https://idiggreenacres.com/products/double-weeping-cherry?variant=41974750150825,,$1.40-$1.45,10-12,10-12,Full Sun; Morning Sun,Moderate
1186,Dwarf Alberta Spruce,Picea glauca albertiana 'Conica',https://idiggreenacres.com/products/dwarf-alberta-spruce?variant=31044385439767,,$13.50-$90.00,6-8,4-5,Morning Sun,Moderate
1187,Dwarf Carolina Cherry Laurel Standard Trunk,Prunus caroliniana 'Compacta' Std,https://idiggreenacres.com/products/dwarf-carolina-cherry-laurel-standard-trunk?variant=13927722745908,,$1.25,8-10,6-8,Full Sun; Morning Sun,Low
1188,Dwarf Italian Cypress,Cupressus sempervirens 'Dwarf',https://idiggreenacres.com/products/dwarf-italian-cypress?variant=13923927719988,,$65.00-$199.50,20-20,3-3,Full Sun,Moderate
1189,Eastern Redbud,Cercis canadensis 'Flame Thrower',https://idiggreenacres.com/products/eastern-redbud-flame-thrower?variant=43710049124521,,$1.65-$1.88,15-20,15-15,Full Sun,Moderate
1190,Eastern Redbud,Cercis canadensis 'Forest Pansy',https://idiggreenacres.com/products/eastern-redbud-forest-pansy?variant=14669079380020,,$1.35-$70.00,20-35,25-35,Full Sun,Moderate
1191,Eastern Redbud,Cercis canadensis 'Merlot',https://idiggreenacres.com/products/eastern-redbud-merlot?variant=47035075199145,,$1.35,8-12,8-8,Full Sun,Moderate
1192,The Rising Sun&#8482; Eastern Redbud,The Rising Sun&#8482; Cercis canadensis,https://idiggreenacres.com/products/eastern-redbud-rising-sun?variant=14669539835956,,$1.65-$1.88,8-12,8-8,Full Sun,Moderate
1193,Eastern Redbud,Cercis canadensis 'Ruby Falls',https://idiggreenacres.com/products/eastern-redbud-ruby-falls?variant=31246871920663,,$1.65-$3.16,6-8,5-6,Full Sun,Moderate
1194,Elm,Ulmus propinqua 'Emerald Sunshine',https://idiggreenacres.com/products/elm-emerald-sunshine?variant=14715490041908,,$1.35-$3.95,35-35,25-25,Full Sun,Moderate
1195,English Laurel,Prunus laurocerasus,https://idiggreenacres.com/products/english-laurel?variant=31485222256663,,$32.50,15-30,15-30,Morning Sun,Moderate
1196,European White Birch Multi-Trunk,Betula pendula Multi,https://idiggreenacres.com/products/european-white-birch-multitrunk?variant=13927760658484,,$1.10,30-40,15-30,Full Sun; Morning Sun,High
1197,European White Birch Standard Trunk,Betula pendula,https://idiggreenacres.com/products/european-white-birch-standard-trunk?variant=13927764459572,,$1.10-$52.50,30-40,15-30,Full Sun; Morning Sun,High
1198,Fern Pine Column,Podocarpus gracilior,https://idiggreenacres.com/products/fern-pine?variant=13865969156148,,$1.20-$47.50,20-60,10-20,Full Sun; Morning Sun,Moderate
1199,Fern Pine Standard Trunk,Podocarpus gracilior Std,https://idiggreenacres.com/products/fern-pine-standard-trunk?variant=13927697023028,,$1.25,40-50,25-25,Full Sun; Morning Sun,Moderate
1200,"Fig Assorted 4"" Sleeve",Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/fig-assorted-4-sleeve?variant=13849342115892,,$27.50,15-30,15-30,Full Sun; Morning Sun,Moderate
1201,Fig 'Brown Turkey',Ficus carica 'Brown Turkey',https://idiggreenacres.com/products/fig-brown-turkey?variant=29408176144436,,$37.50-$52.50,15-25,15-25,Full Sun,Moderate
1202,Fig,Ficus carica 'Little Miss Figgy',https://idiggreenacres.com/products/fig-little-miss-figgy?variant=31723012882455,,$32.50-$37.50,4-6,3-4,Full Sun,Moderate
1203,Fig 'Mission Black',Ficus carica 'Mission Black',https://idiggreenacres.com/products/fig-mission-black?variant=29408063946804,,$50.00-$52.50,15-35,15-35,Full Sun,Moderate
1204,Fig 'Violette de Bordeaux',Fig 'Violette de Bordeaux',https://idiggreenacres.com/products/fig-violette-de-bordeaux?variant=29408208519220,,$50.00,7-15,7-15,Full Sun,Moderate
1205,Flavor Delight Aprium&#174; Interspecific Apricot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/flavor-delight-aprium-174-interspecific-apricot?variant=39533461668009,,$58.50,8-14,8-14,Full Sun,Moderate
1206,Flavor Delight Aprium&#174; Interspecific Apricot Bareroot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/flavor-delight-aprium-174-interspecific-apricot-bareroot?variant=44713337585833,,$47.50,8-14,8-14,Full Sun,Moderate
1207,Flavor Finale Pluot&#174; Interspecific Plum,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/flavor-finale-pluot-174-interspecific-plum?variant=44897542963369,,$58.50,12-18,12-18,Full Sun,Moderate
1208,Flavor King Pluot&#174; Interspecific Plum,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/flavor-king-pluot-174-interspecific-plum?variant=39540500857001,,$58.50,12-18,12-18,Full Sun,Moderate
1209,Flavor Punch Pluerry&#8482; Interspecific Plum Bareroot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/flavor-punch-pluerry-8482-interspecific-plum-bareroot?variant=29380075192372,,$47.50,12-18,12-18,Full Sun,Moderate
1210,Flavor Queen Pluot&#174; Interspecific Plum,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/flavor-queen-pluot-174-interspecific-plum?variant=42350306984105,,$58.50,12-18,12-18,Full Sun,Moderate
1211,Flavor Supreme Pluot&#174; Interspecific Plum,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/flavor-supreme-pluot-174-interspecific-plum?variant=39540545913001,,$58.50,12-18,12-18,Full Sun,Moderate
1212,Flavor Supreme Pluot&#174; Interspecific Plum Bareroot,"Huserik Bros. Nursery, Inc.",https://idiggreenacres.com/products/flavor-supreme-pluot-174-interspecific-plum-bareroot?variant=44713343353001,,$47.50,12-18,12-18,Full Sun,Moderate
1213,Flowering Cherry,Prunus x yedoensis 'Akebono',https://idiggreenacres.com/products/flowering-cherry-akebono?variant=14708030996532,,$1.35,25-25,25-25,Full Sun,Moderate
1214,Flowering Cherry,Prunus serrulata 'Kwanzan',https://idiggreenacres.com/products/flowering-cherry-kwanzan?variant=14701171277876,,$1.12-$1.35,20-30,15-20,Full Sun; Morning Sun,Moderate
1215,Flowering Cherry,Prunus serrulata 'Mt. Fuji' ('Shirotae'),https://idiggreenacres.com/products/flowering-cherry-mt-fuji?variant=14707751649332,,$1.35,20-20,25-25,Full Sun,Moderate
1216,Flowering Crabapple,Malus x 'Prairifire',https://idiggreenacres.com/products/flowering-crabapple-prairifire?variant=13968390127668,,$1.35,20-20,20-20,Full Sun,Moderate
1217,Flowering Pear,Pyrus calleryana 'Bradford',https://idiggreenacres.com/products/flowering-pear-bradford?variant=14708418904116,,$1.05,25-30,25-30,Full Sun,Moderate
1218,Flowering Pear,Pyrus calleryana 'Chanticleer',https://idiggreenacres.com/products/flowering-pear-chanticleer?variant=14708490534964,,$1.05,40-40,15-15,Full Sun,Moderate
1219,Flowering Plum,Prunus cerasifera 'Purple Pony',https://idiggreenacres.com/products/flowering-plum-purple-pony?variant=13968313548852,,$1.10,10-12,12-12,Full Sun,Moderate
1220,Fruit Salad Multi-Graft Combo #1 Bareroot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/fruit-salad-multi-graft-combo-1-bareroot?variant=44713345941673,,$87.50,15-25,25-25,Full Sun,Moderate
1221,Fruit Salad Multi-Graft Combo #2 Bareroot,Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/fruit-salad-multi-graft-combo-2-bareroot?variant=44713346138281,,$87.80,15-25,25-25,Full Sun,Moderate
1222,Fruiting Loquat 'Big Jim',Eriobotrya japonica 'Big Jim',https://idiggreenacres.com/products/fruiting-loquat-big-jim?variant=42549255995561,,$57.50,15-30,15-30,Full Sun; Morning Sun,Moderate
1223,Fruiting Mulberry 'Pakistan',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/fruiting-mulberry-pakistan?variant=14827603460148,,$68.50,20-60,20-60,Full Sun,Moderate
1224,Fruiting Mulberry 'White',Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/fruiting-mulberry-white?variant=14827632885812,,$68.50,20-60,20-60,Full Sun,Moderate
1225,Fruitless Olive Multi-Trunk,Olea europaea 'Fruitless',https://idiggreenacres.com/products/fruitless-olive-multitrunk?variant=14699703271476,,$1.50-$5.00,15-30,15-30,Full Sun,Low
1226,Fruitless Olive Standard Trunk,Olea europaea 'Fruitless',https://idiggreenacres.com/products/fruitless-olive-standard-trunk?variant=14699826184244,,$1.50,15-30,15-30,Full Sun,Low
1227,Swan Hill Olives&#174; Fruitless Olive Multi-Trunk,Olea europaea 'Swan Hill',https://idiggreenacres.com/products/fruitless-olive-swan-hill-multitrunk?variant=14517719138356,,$7.50,15-30,15-30,Full Sun,Low
