Plant_ID,Product_Name,Botanical_Name,Green_Acres_URL,Warnings,Price_Display,Height_ft,Width_ft,Light,Water
887,Heavenly Bamboo,Nandina domestica 'Lemon Lime',https://idiggreenacres.com/products/heavenly-bamboo-lemon-lime?variant=13959565082676,,$19.50-$34.50,3-4,3-4,Full Sun; Morning Sun,Low
888,Heavenly Bamboo 'Moon Bay',Nandina domestica 'Moon Bay',https://idiggreenacres.com/products/heavenly-bamboo-moon-bay?variant=14708301332532,,$10.50-$32.50,2-3,2-3,Full Sun; Morning Sun,Low
889,HibisKISS&#8482; Spin the Bottle,Hibiscus rosa-sinensis HibisKISS&#8482; Spin the Bottle,https://idiggreenacres.com/products/hibiskiss-spin-the-bottle?variant=28887907237940,,$27.50-$35.00,3-5,3-4,Full Sun,Moderate
890,Holly Fern,Cyrtomium falcatum,https://idiggreenacres.com/products/holly-fern?variant=31518142693399,,$14.50,1-3,2-3,Full Shade; Morning Sun,Moderate
891,Holly 'Sky Pencil',Ilex crenata 'Sky Pencil',https://idiggreenacres.com/products/holly-sky-pencil?variant=42750881792169,,$13.50-$69.50,6-8,2-3,Full Sun; Morning Sun,Moderate
892,Hollywood&#174; Series Tropical Hibiscus,Hibiscus rosa-sinensis,https://idiggreenacres.com/products/hollywood-174-series-tropical-hibiscus?variant=40975167193257,,$35.00,8-15,5-8,Morning Sun,Moderate
893,Horsetail Reed,Equisetum hyemale,https://idiggreenacres.com/products/horsetail-reed?variant=31519502565399,missing_width,$12.50-$32.50,4-4,,"Full Sun; Morning Sun; Morning Sun/Afternoon Shade, Full Sun",High
894,Hosta,Hosta Assorted,https://idiggreenacres.com/products/hosta?variant=14505313566772,,$13.50-$24.50,1-3,1-3,Full Shade; Morning Sun,Moderate
895,Hydrangea,Hydrangea macrophylla,https://idiggreenacres.com/products/hydrangea?variant=46865977114793,missing_attributes,$13.50-$32.50,4-8,4-8,Morning Sun; Morning Sun/Afternoon Shade,High
896,Bobo&#174; Hydrangea,Hydrangea paniculata 'Bobo',https://idiggreenacres.com/products/hydrangea-bobo?variant=31538804326423,,$35.00,2-3,3-4,Full Sun; Morning Sun,Moderate
897,Hydrangea 'Enziandom',Hydrangea macrophylla 'Enziandom',https://idiggreenacres.com/products/hydrangea-enziandom?variant=31522915647511,,$27.50,3-4,3-4,Morning Sun,High
898,Hydrangea 'Fort Bragg',Hydrangea macrophylla 'Fort Bragg',https://idiggreenacres.com/products/hydrangea-fort-bragg?variant=31522991472663,,$27.50,2-3,2-3,Morning Sun,High
899,Hydrangea 'Glowing Embers',Hydrangea macrophylla 'Glowing Embers',https://idiggreenacres.com/products/hydrangea-glowing-embers?variant=31523081420823,,$27.50,5-6,6-8,Morning Sun,High
900,Limelight Prime&#174; Hydrangea,Hydrangea paniculata 'Limelight Prime',https://idiggreenacres.com/products/hydrangea-limelight?variant=29178088783924,,$40.00-$42.50,4-6,4-4,Morning Sun,Moderate
901,Hydrangea,Hydrangea 'Little Quick Fire',https://idiggreenacres.com/products/hydrangea-little-quick-fire?variant=31538931859479,,$35.00,3-5,3-5,Full Sun; Morning Sun,Moderate
902,Hydrangea 'Royal Purple',Hydrangea macrophylla 'royal purple',https://idiggreenacres.com/products/hydrangea-royal-purple?variant=31523367092247,,$35.00,4-6,4-6,Morning Sun,High
903,Hydrangea 'White',Hydrangea macrophylla 'white',https://idiggreenacres.com/products/hydrangea-white?variant=31523495280663,,$35.00,4-6,4-6,Morning Sun,High
904,Hydrangea 'Nikko Blue',Hydrangea macrophylla 'Nikko Blue',https://idiggreenacres.com/products/hydrangeanikkoblue?variant=9881479249972,,$35.00,4-8,4-8,morning sun,High
905,Indian Hawthorn,Rhaphiolepis indica 'Majestic Beauty',https://idiggreenacres.com/products/indian-hawthorn-majestic-beauty-standard-trunk?variant=14708703133748,,$1.35,20-25,8-10,Full Sun; Morning Sun,Moderate
906,Indian Hawthorn 'Pink Dancer',Rhaphiolepis indica 'Pink Dancer',https://idiggreenacres.com/products/indian-hawthorn-pink-dancer?variant=14487999021108,,$10.50-$32.50,3-4,3-3,Full Sun; Morning Sun,Moderate
907,Indian Hawthorn 'Pinkie',Rhaphiolepis indica 'Pinkie',https://idiggreenacres.com/products/indian-hawthorn-pinkie?variant=39407582707881,,$26.50-$29.50,3-3,3-3,Full Sun; Morning Sun,Moderate
908,Japanese Aralia,Fatsia japonica,https://idiggreenacres.com/products/japanese-aralia?variant=31445063532567,,$12.50-$32.50,5-8,5-8,Full Shade; Morning Sun,Moderate
909,Gold Dust Plant,Aucuba japonica 'Variegata',https://idiggreenacres.com/products/japanese-aucuba-gold-dust?variant=31500426477591,,$32.50,4-6,4-6,Filtered Sun; Full Shade; Morning Sun,Moderate
910,Japanese Tassel Fern,Polystichum polyblepharum (setosum),https://idiggreenacres.com/products/japanese-tassel-fern?variant=31538422448151,,$14.50,3-3,3-3,Morning Sun,High
911,Jessamine 'Orange Peel' | Monrovia,Cestrum 'Orange Peel',https://idiggreenacres.com/products/jessamine-orange-peel?variant=31510912794647,,$42.50,6-8,6-8,Full Sun; Morning Sun,Low
912,Shore Juniper 'Blue Pacific',Juniperus conferta 'Blue Pacific',https://idiggreenacres.com/products/juniper-blue-pacific-shore?variant=31471405334551,,$11.50-$32.50,1-1,6-8,Full Sun; Morning Sun,Low
913,Juniper 'Blue Star',Juniperus squamata 'Blue Star',https://idiggreenacres.com/products/juniper-blue-star?variant=31471653322775,,$11.50,2-3,3-4,Full Sun; Morning Sun,Low
914,Juniper 'Green Mound',Juniperus procumbens 'Green Mound',https://idiggreenacres.com/products/juniper-green-mound?variant=31140518920215,,$12.50-$32.50,0.5-0.83,4-6,Full Sun; Morning Sun,Low
915,Juniper 'Icee Blue' | Monrovia,Juniperus horizontalis 'Icee Blue',https://idiggreenacres.com/products/juniper-icee-blue-monrovia?variant=31471611314199,,$21.50,0.33-0.33,8-8,Full Sun; Morning Sun,Low
916,Juniper 'Mint Julep' 2 Ball | Monrovia,Juniperus chinensis 'Mint Julep',https://idiggreenacres.com/products/juniper-mintjulep2ball?variant=13268202094644,,$1.10,4-6,6-8,Full Sun,Low
917,Juniper,Juniperus chinensis 'Shimpaku' Hindupan,https://idiggreenacres.com/products/juniper-shimpaku-hindupan-topiary?variant=13968142991412,,$5.85,5-6,4-6,Full Sun,Moderate
918,Juniper 'Spartan',Juniperus chinensis 'Spartan',https://idiggreenacres.com/products/juniper-spartan?variant=41974789996713,,$1.20-$47.50,15-15,3-5,Full Sun; Morning Sun,Moderate
919,Juniper 'Spartan' Spiral | Monrovia,Juniperus chinensis 'Spartan' Spiral,https://idiggreenacres.com/products/juniper-spartan-spiral?variant=13069508771892,,$2.05,15-15,3-5,Full Sun,Moderate
920,Juniper 'Wichita Blue',Juniperus scopulorum 'Wichita Blue',https://idiggreenacres.com/products/juniper-wichita-blue?variant=42425233146025,,$1.20-$47.50,10-15,4-6,Full Sun; Morning Sun; Full Sun or Morning Sun/Afternoon Shade,Low
921,Leatherleaf Fern,Rumohra adiantiformis,https://idiggreenacres.com/products/leatherleaf-fern?variant=31538583437335,,$14.50,3-3,3-3,Morning Sun,Moderate
922,Lemon Bottlebrush,Callistemon citrinus,https://idiggreenacres.com/products/lemon-bottlebrush?variant=14758326075444,,$32.50,20-25,20-25,Full Sun,Low
923,Lemon Bottlebrush Standard Trunk,Callistemon citrinus,https://idiggreenacres.com/products/lemon-bottlebrush-standard-trunk?variant=14655164612660,,$1.25,20-25,20-25,Full Sun,Low
924,Goldcrest Lemon Cypress,Cupressus macrocarpa 'Wilma',https://idiggreenacres.com/products/lemon-cypress-wilma?variant=46603626119337,,$8.50-$49.50,6-8,1-2,Bright Light; Full Sun; Morning Sun,Moderate
925,Let,Let's Dance&#174; Blue Jangles Hydrangea macrophylla,https://idiggreenacres.com/products/lets-dance-174-blue-jangles-hydrangea?variant=13867587272756,,$35.00-$40.00,1-2,2-3,Morning Sun,High
926,Leucadendron 'Wilson's Wonder',Leucadendron 'Wilson's Wonder',https://idiggreenacres.com/products/leucodendron-assorted?variant=14159071019060,,$48.50,4-6,6-8,Full Sun; Morning Sun,Low
927,Lilac Hybrids | Monrovia,Syringa vulgaris Hybrids,https://idiggreenacres.com/products/lilac-monrovia?variant=14488544903220,,$69.50,5-20,4-8,Full Sun; Morning Sun,Moderate
928,Lily of the Nile,Agapanthus africanus,https://idiggreenacres.com/products/lily-of-the-nile?variant=13874080677940,,$10.50-$29.50,2-3,3-5,Full Sun; Morning Sun,Moderate
929,Lily of the Nile 'Baby Pete',Agapanthus orientalis 'Baby Pete',https://idiggreenacres.com/products/lily-of-the-nile-baby-pete?variant=13911770923060,,$13.50,1-1,0.5-0.67,Full Sun; Morning Sun,Moderate
930,Lily of the Nile 'Black Pantha',Agapanthus 'Black Pantha',https://idiggreenacres.com/products/lily-of-the-nile-black-pantha?variant=31311564406807,,$13.50-$32.50,1-3,1-2,Full Sun,Moderate
931,Lily of the Nile 'Brilliant Blue',Agapanthus 'Brilliant Blue',https://idiggreenacres.com/products/lily-of-the-nile-brilliant-blue?variant=13873554948148,,$13.50,1-1.5,1.67-1.67,Full Sun,Moderate
932,Lily of the Nile,Agapanthus 'Ever Amethyst',https://idiggreenacres.com/products/lily-of-the-nile-ever-amethyst?variant=42689940783273,,$19.50-$20.00,2-3,1-2,Morning Sun,Moderate
933,Lily of the Nile,Agapanthus 'Ever Sapphire',https://idiggreenacres.com/products/lily-of-the-nile-ever-sapphire?variant=31500125437975,,$19.50-$20.00,1-2,1-2,Morning Sun,Moderate
934,Lily of the Nile,Agapanthus 'Ever White',https://idiggreenacres.com/products/lily-of-the-nile-ever-white?variant=31500138119191,,$19.50,1-2,1-2,Morning Sun,Moderate
935,Lily of the Nile 'Peter Pan White',Agapanthus x 'Peter Pan White',https://idiggreenacres.com/products/lily-of-the-nile-peter-pan-white?variant=31500171182103,,$10.50,1-2,1-2,Filtered Sun; Full Sun,Moderate
936,Lily of the Nile 'Queen Anne',Agapanthus africanus 'Queen Anne',https://idiggreenacres.com/products/lily-of-the-nile-queen-anne?variant=28940782927924,,$10.50,2-2,1-1.25,Full Sun; Morning Sun,Moderate
937,Lily of the Nile 'Storm Cloud',Agapanthus x 'Stormcloud',https://idiggreenacres.com/products/lily-of-the-nile-storm-cloud?variant=13873902223412,,$13.50-$25.00,3-5,3-5,Full Sun; Morning Sun,Moderate
938,Lily of the Nile 'Tinker Bell',Agapanthus x 'Tinker Bell',https://idiggreenacres.com/products/lily-of-the-nile-tinker-bell?variant=13873886462004,,$13.50,2-2,2-2,Full Sun; Morning Sun,Moderate
939,Lilyturf 'Big Blue',Liriope muscari 'Big Blue',https://idiggreenacres.com/products/lily-turf-big-blue?variant=31475964510231,,$10.50,1.5-1.5,1.5-1.5,Full Shade; Morning Sun,Moderate
940,Lilyturf 'Purple Explosion',Liriope muscari 'Royal Purple',https://idiggreenacres.com/products/lilyturf-purple-explosion?variant=47172873519273,,$10.50,1-2,1-2,Morning Sun,Moderate
941,Lilyturf 'Royal Purple',Liriope muscari 'Royal Purple',https://idiggreenacres.com/products/lilyturf-royal-purple?variant=29046641852468,,$10.50,1-2,1-2,Morning Sun,Moderate
942,Lilyturf 'Silvery Sunproof',Liriope muscari 'Silvery Sunproof',https://idiggreenacres.com/products/lilyturf-silvery-sunproof?variant=31476151615511,,$10.50,1.25-1.5,1.25-1.5,Full Shade; Morning Sun; Morning Sun/Afternoon Shade or Full Shade,Moderate
943,Little Lime&#174; Hydrangea,Hydrangea paniculata 'Little Lime',https://idiggreenacres.com/products/little-lime-hydrangea?variant=28939135778868,,$35.00-$37.50,3-5,3-5,Morning Sun,Moderate
944,Little Ollie&#174; Dwarf Olive | Monrovia,Olea europaea 'Montra',https://idiggreenacres.com/products/little-ollie-174-dwarf-olive?variant=39539855458473,,$1.45,4-6,4-6,Full Sun,Low
945,Lo & Behold&#174;,,https://idiggreenacres.com/products/lo-behold-174-blue-chip-butterfly-bush?variant=29486181089332,,$35.00,1-2,1-2,Full Sun; Morning Sun,Moderate
946,Platinum Beauty&#8482; Lomandra,Lomandra longifolia 'Platinum Beauty',https://idiggreenacres.com/products/lomandra-platinum-beauty?variant=41974676160681,,$17.50-$23.50,2-3,2-3,Full Sun; Morning Sun,Low
947,Fringe Flower Jazz Hands Bold&#174,Loropetalum chinense Jazz Hands Bold&#174,https://idiggreenacres.com/products/loropetalumjazzhandsbold?variant=9881528991796,,$24.50,6-10,6-10,Filtered Sun,Moderate
948,Fringe Flower 'Rubrum',Loropetalum chinense 'Rubrum',https://idiggreenacres.com/products/loropetalumrubrum?variant=9881532301364,,$24.50-$32.50,6-10,6-10,Filtered Sun; Full Sun,Moderate
949,Magical&#174; Gold Forsythia,Forsythia x intermedia 'Magical Gold',https://idiggreenacres.com/products/magical-174-gold-forsythia?variant=46811701280937,,$19.50,4-5,4-5,Full Sun; Morning Sun,Low
950,Mahonia,Mahonia eurybracteata 'Soft Caress',https://idiggreenacres.com/products/mahonia-soft-caress?variant=31531696160791,,$24.50-$35.00,3-4,3-4,Full Shade; Morning Sun,Low; Moderate
951,Maiden Grass 'Gracillimus',Miscanthus sinensis 'Gracillimus',https://idiggreenacres.com/products/maiden-grass?variant=31543546249239,,$10.50-$32.50,6-8,3-5,Full Sun; Morning Sun,Moderate
952,Mangave 'Lavender Lady',Mangave 'Lavender Lady',https://idiggreenacres.com/products/mangave-lavender-lady?variant=43084330533033,,$32.50,1-1,1.67-1.67,Full Sun; Morning Sun,Low
953,Mangave 'Snow Leopard',Mangave 'Snow Leopard',https://idiggreenacres.com/products/mangave-snow-leopard?variant=46844567683241,,$32.50,1-2,2-3,Full Sun; Morning Sun,Low
954,Manzanita 'Emerald Carpet',Arctostaphylos 'Emerald Carpet',https://idiggreenacres.com/products/manzanitaemeraldcarpet?variant=14128053649460,,$10.50-$32.50,0.67-1.17,5-5,Full Sun,Low
955,Camellia 'Mathotiana Supreme' | Monrovia,Camellia japonica 'Mathotiana Supreme',https://idiggreenacres.com/products/mathotiana-supreme-camellia-monrovia?variant=31238304432151,,$76.50,6-8,6-8,Full Shade; Morning Sun,Moderate
956,Mock Orange,Pittosporum tobira,https://idiggreenacres.com/products/mock-orange?variant=37522958418089,,$10.50-$34.50,6-15,6-15,Full Sun; Morning Sun,Moderate
957,Mock Orange 'Cream de Mint',Pittosporum tobira 'Cream de Mint',https://idiggreenacres.com/products/mock-orange-cream-de-mint?variant=31485122576407,,$12.50-$32.50,2-3,2-3,Full Sun,Moderate
958,Mock Orange 'Wheeler's Dwarf',Pittosporum tobira 'Wheeler's Dwarf',https://idiggreenacres.com/products/mock-orange-wheelers-dwarf?variant=14771834486836,,$9.50-$32.50,2-3,4-5,Full Sun,Moderate
959,Myoporum 'Putah Creek',Myoporum parvifolium 'Putah Creek',https://idiggreenacres.com/products/myoporum-putah-creek?variant=13958950158388,,$9.50,1-1,8-8,Full Sun,Low
960,Heavenly Bamboo 'Firepower',Nandina domestica 'Firepower',https://idiggreenacres.com/products/nandinafirepower?variant=9881578668084,,$12.50-$32.50,2-2,2-2,Filtered Sun; Full Sun,Low
961,Heavenly Bamboo 'Gulf Stream',Nandina domestica 'Gulf Stream',https://idiggreenacres.com/products/nandinagulfstream?variant=9881582501940,,$10.50-$32.50,3-4,1-2,Filtered Sun; Full Sun,Low
962,Heavenly Bamboo,Nandina domestica 'Obsession',https://idiggreenacres.com/products/nandinaobsession-sunset?variant=9881588138036,,$19.50-$35.00,2-3,2-3,Filtered Sun; Full Sun,Low
963,New Zealand Flax 'Dark Delight' | Matsuda's,Phormium 'Dark Delight',https://idiggreenacres.com/products/new-zealand-flax-dark-delight-matsudas?variant=13068172787764,,$36.50,3-4,5-6,Full Sun; Morning Sun,Moderate
964,New Zealand Flax 'Dusky Chief',Phormium 'Dusky Chief',https://idiggreenacres.com/products/new-zealand-flax-dusky-chief?variant=13068235079732,,$42.50,6-6,6-6,Full Sun; Morning Sun,Moderate
965,New Zealand Flax 'Jester',,https://idiggreenacres.com/products/new-zealand-flax-jester?variant=31481245466647,,$42.50,2-3,2-3,Morning Sun,Moderate
966,New Zealand Flax 'Maori Chief',Phormium 'Maori Chief',https://idiggreenacres.com/products/new-zealand-flax-maori-chief?variant=14626588655668,,$42.50,6-6,6-6,Full Sun; Morning Sun,Moderate
967,New Zealand Flax 'Mat's Merlot' | Matsuda's,Phormium 'Mat's Merlot',https://idiggreenacres.com/products/new-zealand-flax-mats-merlot?variant=29044956528692,,$36.50,4-6,4-6,Full Sun; Morning Sun,Moderate
968,New Zealand Flax 'Pink Stripe',Phormium 'Pink Stripe',https://idiggreenacres.com/products/new-zealand-flax-pink-stripe?variant=31484308553751,,$42.50,4-5,4-5,Full Sun; Morning Sun,Moderate
969,New Zealand Flax 'Rainbow Warrior',Phormium 'Rainbow Warrior',https://idiggreenacres.com/products/new-zealand-flax-rainbow-warrior?variant=13068246974516,,$42.50,3-4,4-6,Full Sun; Morning Sun,Moderate
970,New Zealand Flax 'Sundowner' | Matsuda's,,https://idiggreenacres.com/products/new-zealand-flax-sundowner?variant=13068195921972,,$36.50,6-8,6-8,Full Sun; Morning Sun,Moderate
971,New Zealand Flax 'Yellow Wave',Phormium 'Yellow Wave',https://idiggreenacres.com/products/new-zealand-flax-yellow-wave?variant=13068256739380,,$36.50,4-5,5-7,Full Sun; Morning Sun,Moderate
972,New Zealand Wind Grass,Stipa arundinacea,https://idiggreenacres.com/products/new-zealand-wind-grass?variant=31543749214231,,$13.50,2-3,2-3,Full Sun,Moderate
973,North Pole&#174; Arborvitae,Thuja occidentalis 'North Pole',https://idiggreenacres.com/products/north-pole-174-arborvitae?variant=43330857271465,,$36.50,10-15,3-5,Full Sun; Morning Sun,Moderate
974,Oakleaf Hydrangea,Hydrangea quercifolia,https://idiggreenacres.com/products/oakleaf-hydrangea?variant=31526382370839,,$42.50,3-6,3-6,Morning Sun,Moderate
975,Oleander 'Petite Pink',Nerium oleander 'Petite Pink',https://idiggreenacres.com/products/oleander-petite-pink?variant=43229425008809,,$10.50-$29.50,3-4,3-4,Full Sun,Low
976,Orange Sedge,Carex testacea,https://idiggreenacres.com/products/orange-sedge?variant=31367738195991,,$13.50,2-2,3-3,Full Shade,Moderate
977,Orange Sedge 'Prairie Fire',Carex testacea 'Prairie Fire',https://idiggreenacres.com/products/orange-sedge-prairie-fire?variant=42614237364393,,$12.50,2-2,3-3,Full Shade,Moderate
978,Orchid Rockrose,Cistus x purpureus,https://idiggreenacres.com/products/orchid-rockrose?variant=14499895640116,,$11.50-$29.50,4-4,4-4,Full Sun,Low
979,Paraplu Pink Ink&#174; Rose of Sharon,Hibiscus x 'Paraplu Pink Ink',https://idiggreenacres.com/products/paraplu-pink-ink-174-rose-of-sharon?variant=40426447863977,,$32.50,5-8,4-5,Full Sun,Moderate
980,Paraplu Violet&#174; Rose of Sharon,Hibiscus x 'Paraplu Violet',https://idiggreenacres.com/products/paraplu-violet-174-rose-of-sharon?variant=40430735294633,,$32.50,5-8,4-5,Full Sun,Moderate
981,Peony Hybrids | Monrovia,Paeonia hybrids,https://idiggreenacres.com/products/peony-hybrids-monrovia?variant=14487779508276,,$40.00-$52.50,2-4,2-4,Morning Sun,Moderate
982,Pineapple Guava,Feijoa sellowiana,https://idiggreenacres.com/products/pineapple-guava?variant=14708314374196,,$11.50-$32.50,18-25,18-25,Full Sun,Low
983,Pineapple Guava Standard Trunk,Feijoa sellowiana,https://idiggreenacres.com/products/pineapple-guava-standard-trunk?variant=14679333666868,,$1.25,18-25,18-25,Full Sun,Low
984,Pink Myoporum,Myoporum parvifolium 'Pink',https://idiggreenacres.com/products/pink-myoporum?variant=14746882965556,,$9.50,0.5-0.5,9-9,Full Sun,Low
985,Oleander 'Pink',Nerium oleander 'Pink',https://idiggreenacres.com/products/pink-oleander?variant=29250950955060,,$29.50,10-15,10-15,Full Sun,Low
986,Prime-Ark&#174; Freedom Blackberry,Rubus x 'Prime-Ark Freedom',https://idiggreenacres.com/products/prime-ark-174-freedom-blackberry-monrovia?variant=39517949558953,,$22.50-$38.50,5-6,5-6,Full Sun,Moderate
987,Princess Flower,Tibouchina urvilleana,https://idiggreenacres.com/products/princess-flower?variant=29233500389428,,$23.50,5-18,3-10,Filtered Sun; Morning Sun,Moderate
988,Privet,Ligustrum sinense 'Sunshine',https://idiggreenacres.com/products/privet-sunshine?variant=46979270082729,,$24.50-$69.50,3-6,3-4,Full Sun,Low
989,Pugster Blue&#174 Butterfly Bush,Buddleja 'Pugster Blue',https://idiggreenacres.com/products/pugster-blue-butterfly-bush?variant=13867347017780,,$32.50-$35.00,2-2,2-3,Full Sun; Morning Sun,Moderate
990,Pugster Periwinkle&#174 Butterfly Bush,Buddleja 'Pugster Periwinkle',https://idiggreenacres.com/products/pugster-periwinkle-butterfly-bush?variant=13867399315508,,$35.00,2-2,2-3,Full Sun; Morning Sun,Moderate
